,REVENUE,HWT_SUBSCRIBER,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CUSTOMER_SERVICE_TICKETS_CNT,PRODUCT_CATEGORIES_VIEWED,SITE_VISIT_TIME_PER_VISIT_AVG,MOBILE_REGISTRATION,MEALS_CANCEL_BEFORE_NOON,MEALS_CANCEL_AFTER_NOON,SPECIFIED_TASTE_AND_PREFERENCES,PC_LOGINS_CNT,MOBILE_LOGINS_CNT,WEEKS_SUBSCRIBED_TO_WEEKLY_PLAN_CNT,ORDERS_DELIVERED_BEFORE_DELIVERY_CNT,ORDERS_DELIVERED_AFTER_DELIVERY_CNT,PACKAGE_ROOM_AT_CUSTOMER,FRIDGE_LOCKER_IN_PACKAGE_ROOM,PRCNT_FOLLOWED_MEAL_RECOM_WEB_MOBILE,SECONDS_WATCHING_PREP_VID_AVG,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED_CNT,MEAL_RATING_MEDIAN,SITE_CLICKS_PER_VISIT_AVG,PHOTOS_VIEWED_COUNT,missing_FAMILY_NAME,fe_MEAL_CHOICE_SPECIFICITY,fe_SITE_CLICK_RATE,fe_SUBSCRIPTIONS_SYNERGY,fe_CUSTOMER_COMPANY,fe_CUSTOMER_DOMAIN,fe_ONLY_HWT_CUSTOMER,fe_WP_INACTIVE_SUB,fe_WP_BASIC_SUB,fe_WP_PREMIUM_SUB
1653,1135.0,0,27,7,4,10,21.05,1,1,0,0,5,2,1,0,1,0,0,30.0,109.2,4,0,2,16,567,0,0.25925925925925924,0.7600950118764845,1,gmail,personal_domain,0,1,0,0
1654,1430.0,0,43,6,5,4,258.95,1,0,0,1,5,2,32,2,2,0,0,30.0,147.3,3,2,2,16,0,0,0.13953488372093026,0.06178798995945164,0,protonmail,personal_domain,0,0,1,0
1655,3240.0,0,139,6,8,2,90.75,1,4,1,1,7,1,11,1,0,0,0,20.0,209.4,6,1,3,14,0,0,0.04316546762589928,0.15426997245179064,1,chevron,professional_domain,0,1,0,0
1656,2222.5,0,38,1,8,7,35.0,1,1,0,1,5,2,25,1,0,0,0,10.0,123.6,4,1,2,16,0,0,0.02631578947368421,0.4571428571428571,0,live,junk_domain,0,0,1,0
1659,2773.5,0,138,5,9,7,60.4,1,1,0,1,6,1,5,2,2,0,0,30.0,134.2,4,1,3,13,176,0,0.036231884057971016,0.21523178807947024,1,protonmail,personal_domain,0,1,0,0
1660,1900.0,0,57,2,8,4,102.71,1,2,0,1,6,1,11,3,7,0,0,30.0,254.4,10,0,4,12,480,0,0.03508771929824561,0.11683380391393244,1,gmail,personal_domain,0,1,0,0
1661,1230.0,0,58,4,4,5,81.6,1,0,0,1,5,1,35,4,3,0,0,30.0,216.8,9,0,3,13,0,0,0.06896551724137931,0.1593137254901961,0,apple,professional_domain,0,0,1,0
1662,2895.0,0,115,4,6,2,156.17,1,1,0,1,6,2,8,1,1,0,0,20.0,174.0,5,0,3,12,0,0,0.034782608695652174,0.07683934174297241,1,protonmail,personal_domain,0,1,0,0
1663,1770.0,0,39,9,7,10,148.76,1,0,0,1,6,2,24,0,2,1,0,30.0,168.0,6,0,2,18,0,0,0.2307692307692308,0.12100026888948642,0,unitedtech,professional_domain,0,0,1,0
1664,1150.0,0,60,7,4,8,58.0,1,1,0,1,5,2,15,0,6,0,0,20.0,78.9,3,0,2,16,0,0,0.11666666666666667,0.27586206896551724,0,cisco,professional_domain,0,0,0,1
1665,1290.0,0,33,6,3,2,90.71,1,0,0,1,5,2,9,0,2,0,0,10.0,114.4,4,0,2,16,0,0,0.18181818181818185,0.17638628596626613,1,yahoo,personal_domain,0,0,0,1
1666,3397.5,0,73,3,10,9,97.2,1,0,0,1,6,1,2,0,9,1,0,30.0,194.7,5,1,4,11,134,0,0.0410958904109589,0.1131687242798354,1,protonmail,personal_domain,0,1,0,0
1667,983.0,0,13,6,11,7,74.0,1,0,0,1,4,2,35,3,1,0,0,20.0,104.8,5,0,3,13,0,0,0.4615384615384616,0.17567567567567569,0,gmail,personal_domain,0,0,1,0
1668,1380.0,0,40,9,6,5,80.72,1,0,0,0,5,1,6,0,3,0,0,30.0,99.0,3,0,3,13,0,0,0.225,0.16105054509415262,1,nike,professional_domain,0,1,0,0
1671,2917.5,0,246,12,7,2,240.9,1,0,1,0,5,2,20,0,7,0,0,20.0,240.3,8,2,2,17,0,0,0.04878048780487805,0.07056870070568699,0,jnj,professional_domain,0,1,0,0
1672,3075.0,0,99,3,7,2,71.79,1,0,0,0,5,0,13,0,1,0,0,10.0,184.8,5,1,3,12,0,0,0.030303030303030307,0.16715419974926868,1,yahoo,personal_domain,0,1,0,0
1673,1780.0,0,70,3,8,1,83.74,1,0,0,1,6,2,14,0,1,1,1,10.0,134.2,5,1,3,13,0,0,0.042857142857142864,0.15524241700501554,1,travelers,professional_domain,0,1,0,0
1674,1925.0,0,26,1,4,6,94.77,1,1,0,1,5,2,10,0,2,0,0,10.0,89.2,3,0,2,17,65,0,0.038461538461538464,0.17938166086314236,1,yahoo,personal_domain,0,0,1,0
1675,1850.0,0,41,5,7,5,140.67,1,0,0,0,5,1,6,0,8,0,0,30.0,170.9,5,0,3,14,194,0,0.12195121951219512,0.09952370796900548,1,protonmail,personal_domain,0,1,0,0
1676,2975.0,0,50,1,6,6,49.0,1,1,0,0,6,2,7,0,1,0,0,30.0,140.4,3,0,3,13,216,0,0.02,0.2653061224489796,1,gmail,personal_domain,0,1,0,0
1677,1350.0,0,34,8,8,4,82.64,1,2,0,1,6,2,12,0,0,0,0,30.0,149.5,4,0,3,12,0,0,0.2352941176470588,0.1452081316553727,1,protonmail,personal_domain,0,0,1,0
1678,3838.5,0,203,10,8,10,90.0,1,4,1,0,4,1,33,0,2,0,0,20.0,261.0,9,1,3,15,0,0,0.04926108374384237,0.16666666666666666,0,travelers,professional_domain,0,1,0,0
1679,1871.0,0,111,5,6,4,159.85,1,4,0,1,5,2,27,0,2,1,0,10.0,143.0,4,0,3,13,0,0,0.045045045045045036,0.08132624335314358,0,gmail,personal_domain,0,0,0,1
1680,4725.0,0,218,2,9,10,131.15,1,1,0,0,6,2,1,0,0,1,0,30.0,180.2,5,1,4,9,510,0,0.009174311926605505,0.06862371330537552,1,gmail,personal_domain,0,1,0,0
1681,3220.0,0,52,1,6,10,41.0,1,0,0,0,5,1,5,0,7,1,0,10.0,147.9,5,0,3,14,138,0,0.019230769230769232,0.3414634146341464,1,gmail,personal_domain,0,1,0,0
1682,1289.0,0,131,3,5,3,89.0,0,0,0,1,6,1,20,1,2,0,0,10.0,105.0,3,0,2,17,0,0,0.022900763358778626,0.19101123595505615,0,yahoo,personal_domain,0,1,0,0
1683,2835.0,0,120,7,7,2,80.13,0,0,0,0,6,2,9,4,1,0,0,20.0,173.4,4,0,3,14,0,0,0.05833333333333333,0.17471608635966554,1,yahoo,personal_domain,0,1,0,0
1684,2537.5,0,40,1,5,10,30.0,1,0,0,0,6,2,18,3,2,0,0,20.0,104.0,3,0,3,12,0,0,0.025,0.4,0,gmail,personal_domain,0,0,1,0
1685,1375.0,0,34,5,3,6,86.73,1,2,0,1,6,2,42,6,2,1,1,20.0,115.2,4,0,3,13,84,0,0.14705882352941174,0.14989046466044045,0,protonmail,personal_domain,0,0,1,0
1687,1100.0,0,31,2,2,10,76.4,1,2,0,1,6,2,9,3,9,0,0,30.0,85.8,2,0,2,15,0,0,0.06451612903225806,0.1963350785340314,1,gmail,personal_domain,0,0,0,1
1688,3988.5,0,101,7,7,10,96.09,1,0,1,1,5,2,7,4,10,0,0,10.0,210.0,6,2,4,10,120,0,0.06930693069306931,0.10406910188365076,1,microsoft,professional_domain,0,1,0,0
1689,1730.0,0,44,9,6,4,106.57,1,2,0,1,6,0,8,4,5,1,0,20.0,163.2,5,1,3,13,178,0,0.20454545454545456,0.12198554940414752,1,mmm,professional_domain,0,1,0,0
1691,1150.0,0,33,3,3,6,89.5,0,5,0,0,5,1,11,3,5,0,0,30.0,89.0,3,0,2,15,0,0,0.09090909090909093,0.16759776536312848,1,cocacola,professional_domain,0,0,0,1
1696,1499.0,0,50,7,4,10,87.85,1,1,0,1,5,2,10,0,4,0,0,20.0,98.5,4,0,2,15,220,0,0.14,0.17074558907228232,1,disney,professional_domain,0,1,0,0
1697,1830.0,0,92,6,6,5,106.84,1,0,0,1,6,2,8,1,9,0,0,10.0,163.3,5,1,3,14,0,0,0.06521739130434782,0.13103706476974916,1,cisco,professional_domain,0,1,0,0
1698,1760.0,0,46,5,4,9,72.24,0,0,0,0,5,2,14,4,8,0,0,20.0,113.2,3,0,3,15,0,0,0.10869565217391304,0.20764119601328904,1,walmart,professional_domain,0,0,0,1
1700,1275.0,0,31,8,4,8,76.0,1,0,0,1,6,1,8,0,0,1,0,30.0,104.0,3,0,3,12,0,0,0.25806451612903225,0.15789473684210525,1,me,junk_domain,0,0,0,1
1701,1375.0,0,76,2,6,2,95.0,1,0,2,0,6,1,1,0,7,0,0,20.0,105.4,4,0,3,12,156,0,0.02631578947368421,0.1263157894736842,1,protonmail,personal_domain,0,1,0,0
1702,6375.0,0,99,3,9,5,128.33,1,1,0,1,6,1,4,2,3,0,0,10.0,197.8,5,1,4,9,290,0,0.030303030303030307,0.07013169173225277,1,aol,junk_domain,0,1,0,0
1704,1369.0,0,74,2,6,10,110.0,0,0,0,0,5,2,19,0,4,1,0,30.0,168.0,6,0,3,13,164,0,0.027027027027027032,0.11818181818181818,0,live,junk_domain,0,0,0,1
1705,2895.0,0,111,3,8,8,397.04,1,0,2,1,5,2,44,0,2,1,0,30.0,136.3,3,2,3,15,0,0,0.027027027027027032,0.03777956880918799,0,msn,junk_domain,0,0,1,0
1706,1985.0,0,49,5,7,4,73.01,0,2,0,1,6,2,7,3,4,0,0,20.0,192.2,5,1,3,14,500,0,0.1020408163265306,0.19175455417066156,1,live,junk_domain,0,1,0,0
1707,2490.0,0,94,4,6,4,114.88,0,0,0,1,6,2,35,0,19,0,0,10.0,213.4,8,0,3,12,0,0,0.0425531914893617,0.10445682451253482,0,me,junk_domain,0,0,1,0
1709,1700.0,0,170,3,7,4,111.69,1,1,0,1,6,1,4,6,1,1,0,30.0,139.6,4,1,3,15,0,0,0.017647058823529408,0.13430029546064998,1,aol,junk_domain,0,1,0,0
1711,1410.0,0,39,5,7,7,62.76,1,4,0,1,5,1,26,0,1,1,1,30.0,196.9,7,1,3,13,0,0,0.1282051282051282,0.20713830465264504,0,hotmail,junk_domain,0,0,1,0
1712,1625.0,0,39,4,7,1,146.48999999999995,0,0,0,1,6,2,3,0,1,0,0,30.0,119.1,3,1,3,11,0,0,0.10256410256410256,0.07509044986005872,1,live,junk_domain,0,1,0,0
1713,1495.0,0,85,4,3,2,73.94,1,0,0,0,4,1,12,0,10,0,0,10.0,196.2,7,1,3,14,0,0,0.047058823529411764,0.18934271030565325,1,msn,junk_domain,0,1,0,0
1714,2730.0,0,122,9,7,9,128.35,1,0,0,1,5,2,1,2,7,0,0,20.0,179.2,5,1,3,14,172,0,0.07377049180327869,0.1090767432800935,1,aol,junk_domain,0,1,0,0
1716,1920.0,0,64,4,7,10,110.39,1,0,1,1,6,1,9,0,0,0,0,10.0,193.0,7,1,3,13,549,0,0.0625,0.11776429024368147,1,passport,junk_domain,0,1,0,0
1717,1485.0,0,37,9,7,2,136.20999999999998,1,2,1,1,6,1,6,0,1,0,0,30.0,144.1,5,1,3,12,0,0,0.2432432432432433,0.08809925849790766,1,msn,junk_domain,0,1,0,0
1718,1585.0,0,47,9,7,5,136.0,0,1,0,0,6,1,35,0,3,1,0,30.0,115.2,4,1,2,17,0,0,0.1914893617021277,0.125,0,aol,junk_domain,0,0,1,0
1719,640.0,0,13,7,11,8,42.0,1,0,2,0,5,1,3,0,4,0,0,30.0,67.2,2,0,2,14,0,0,0.5384615384615384,0.3333333333333333,1,aol,junk_domain,0,0,0,1
1720,1200.0,0,62,2,8,9,65.0,1,1,0,1,6,1,14,7,0,1,0,20.0,109.0,3,0,2,17,0,0,0.03225806451612903,0.26153846153846155,1,passport,junk_domain,0,0,0,1
1723,1370.0,0,99,4,7,3,42.6,0,1,0,1,6,2,10,0,4,1,0,20.0,165.4,5,1,2,16,0,0,0.040404040404040414,0.3755868544600939,1,aol,junk_domain,0,1,0,0
1724,2660.0,0,90,1,6,1,37.0,1,0,0,1,5,2,7,0,3,0,0,20.0,123.6,2,0,3,14,216,0,0.011111111111111113,0.3783783783783784,1,live,junk_domain,0,1,0,0
1725,1280.0,0,93,2,6,9,59.28,1,2,0,0,5,2,3,0,4,1,0,10.0,95.8,3,1,3,12,0,0,0.021505376344086027,0.20242914979757085,1,hotmail,junk_domain,0,1,0,0
1727,2450.0,0,34,1,7,5,55.0,1,1,0,0,6,1,10,0,13,0,0,20.0,90.7,3,0,2,14,76,0,0.029411764705882356,0.2545454545454545,1,msn,junk_domain,0,0,0,1
1728,1395.0,0,116,6,6,4,41.35,0,1,0,1,5,2,50,0,4,1,0,20.0,104.9,3,0,2,16,149,0,0.05172413793103448,0.38694074969770254,0,aol,junk_domain,0,0,1,0
1729,1220.0,0,69,7,6,2,192.75,1,0,0,1,6,2,4,0,4,0,0,20.0,132.4,4,0,2,17,0,0,0.10144927536231883,0.08819714656290532,1,aol,junk_domain,0,1,0,0
1731,2264.5,0,64,1,4,7,44.0,0,1,0,1,6,1,11,7,9,0,0,20.0,154.0,5,0,1,19,0,0,0.015625,0.4318181818181818,1,live,junk_domain,0,1,0,0
1732,933.0,0,13,8,11,2,61.49,1,0,0,1,6,2,11,0,6,0,0,30.0,188.4,5,0,1,17,0,0,0.6153846153846154,0.27646771832818345,1,aol,junk_domain,0,0,1,0
1733,1370.0,0,36,8,6,5,76.55,1,1,1,1,6,1,1,0,17,0,0,20.0,122.8,4,1,2,16,0,0,0.2222222222222222,0.20901371652514694,1,aol,junk_domain,0,1,0,0
1734,1080.0,0,13,7,12,3,78.82,0,1,0,1,7,1,21,0,1,0,0,10.0,133.7,3,0,2,16,0,0,0.5384615384615384,0.20299416391778735,0,hotmail,junk_domain,0,0,1,0
1735,960.0,0,15,8,12,3,100.23,1,0,0,1,6,1,2,0,1,0,0,10.0,98.7,3,0,2,17,504,0,0.5333333333333333,0.1696098972363564,1,live,junk_domain,0,1,0,0
1736,2222.5,0,53,1,5,2,36.0,1,0,0,1,6,1,14,1,2,0,0,20.0,104.0,4,0,2,16,0,0,0.018867924528301886,0.4444444444444444,1,passport,junk_domain,0,0,0,1
1737,800.0,0,13,4,11,3,118.8,0,1,0,1,5,1,4,0,0,0,0,20.0,92.4,3,0,2,17,0,0,0.3076923076923077,0.1430976430976431,1,msn,junk_domain,0,0,0,1
1740,2688.0,0,90,7,7,8,111.41,1,0,0,1,6,2,14,0,1,0,0,30.0,203.7,6,1,3,14,0,0,0.07777777777777778,0.1256619693025761,1,hotmail,junk_domain,0,1,0,0
1741,1539.0,0,72,5,4,6,78.92,1,0,0,1,5,2,6,0,0,0,0,10.0,119.9,3,0,3,14,0,0,0.06944444444444445,0.17739483020780536,1,gmail,personal_domain,0,1,0,0
1742,1920.0,0,195,3,7,5,86.42,1,1,0,1,5,2,50,1,4,1,0,30.0,163.8,5,2,3,14,0,0,0.015384615384615384,0.16199953714417958,0,protonmail,personal_domain,0,0,0,1
1743,2040.0,0,136,6,9,10,65.21,0,9,0,1,6,1,14,0,0,0,0,30.0,135.8,3,0,3,13,0,0,0.04411764705882353,0.19935592700506055,1,hotmail,junk_domain,0,1,0,0
1745,4770.0,0,89,4,7,10,186.78,0,1,0,0,6,1,1,1,6,1,1,20.0,249.7,5,2,3,13,0,0,0.0449438202247191,0.06960059963593533,1,yahoo,personal_domain,0,1,0,0
1746,4600.0,0,210,6,10,6,129.39,1,0,0,1,6,2,6,2,3,0,0,30.0,279.0,8,1,5,7,468,0,0.028571428571428567,0.054100007728572534,1,protonmail,personal_domain,0,1,0,0
1747,2250.5,0,45,1,4,8,36.0,1,2,0,1,6,1,2,0,0,0,0,30.0,156.0,6,0,3,15,260,0,0.022222222222222227,0.4166666666666667,1,ge,for_proft_domain,0,1,0,0
1748,1100.0,0,26,5,18,4,131.6,1,0,0,0,6,1,1,0,0,0,0,10.0,139.2,3,2,3,14,216,0,0.19230769230769232,0.10638297872340426,1,homedepot,professional_domain,0,1,0,0
1749,4856.25,0,81,1,6,7,31.0,0,0,0,0,6,2,22,2,4,0,0,10.0,210.8,5,2,3,13,0,0,0.012345679012345678,0.41935483870967744,0,boeing,professional_domain,0,0,0,1
1750,1730.0,0,49,5,6,1,27.68,1,0,0,1,6,2,12,1,3,1,0,30.0,162.6,4,0,3,12,106,0,0.1020408163265306,0.4335260115606937,1,caterpillar,professional_domain,0,0,0,1
1752,4450.0,0,249,4,9,3,160.74,1,1,0,1,5,1,6,0,1,0,0,10.0,245.2,8,1,4,10,724,0,0.01606425702811245,0.06221226825930073,1,live,junk_domain,0,1,0,0
1753,3195.0,0,59,8,8,1,126.05,0,0,0,1,6,2,10,2,10,1,0,20.0,235.3,8,1,3,13,278,0,0.13559322033898305,0.10313367711225704,1,passport,junk_domain,0,1,0,0
1754,1426.0,0,34,2,5,6,128.01,1,1,0,1,6,1,13,4,1,0,0,10.0,172.8,8,0,3,13,108,0,0.05882352941176471,0.10155456604952738,1,msn,junk_domain,0,0,1,0
1756,1295.0,0,49,3,4,7,101.0,1,0,0,0,5,2,11,1,3,0,0,10.0,205.8,6,1,3,14,0,0,0.061224489795918366,0.13861386138613865,1,hotmail,junk_domain,0,0,0,1
1757,3325.0,0,72,1,7,2,34.0,1,1,0,1,6,1,48,0,4,1,1,30.0,168.0,1,0,3,12,0,0,0.013888888888888888,0.35294117647058826,0,hotmail,junk_domain,0,0,1,0
1758,1995.0,0,53,9,7,2,184.94,1,0,0,1,5,2,8,0,0,1,0,30.0,132.4,4,0,3,14,0,0,0.16981132075471694,0.0757002271006813,1,me,junk_domain,0,1,0,0
1759,1755.0,0,39,4,5,2,105.37,1,2,0,1,5,1,50,2,0,1,0,20.0,162.6,4,0,3,11,106,0,0.10256410256410256,0.10439404004934992,0,aol,junk_domain,0,0,1,0
1760,1725.0,0,58,7,6,3,179.6,1,0,0,1,5,1,11,8,4,1,0,10.0,155.6,4,1,3,14,340,0,0.1206896551724138,0.0779510022271715,1,passport,junk_domain,0,1,0,0
1761,2070.0,0,66,8,7,7,129.53,1,1,1,1,5,1,8,1,5,0,0,20.0,184.8,6,1,3,14,0,0,0.12121212121212123,0.10808306955917547,1,passport,junk_domain,0,1,0,0
1763,1800.0,0,77,3,8,2,200.0,1,0,2,1,5,1,39,0,2,0,0,30.0,220.7,5,1,3,15,287,0,0.03896103896103896,0.075,0,hotmail,junk_domain,0,0,1,0
1764,1799.0,0,40,4,8,9,115.49,1,0,1,1,5,2,26,0,2,1,0,10.0,123.4,5,0,3,14,0,0,0.1,0.12122261667676855,0,hotmail,junk_domain,0,0,1,0
1765,810.0,0,13,3,12,9,20.9,1,0,0,0,7,2,26,0,5,0,0,20.0,63.0,1,0,1,19,0,0,0.2307692307692308,0.9090909090909092,0,me,junk_domain,0,0,1,0
1766,999.0,0,13,9,12,4,60.7,1,0,0,1,6,2,2,0,1,0,0,10.0,79.2,2,0,2,14,0,0,0.6923076923076923,0.2306425041186161,1,hotmail,junk_domain,0,1,0,0
1767,1820.0,0,15,1,11,10,69.01,1,0,0,0,5,2,2,0,0,0,0,30.0,109.1,3,1,2,15,88,0,0.06666666666666668,0.217359802927112,1,hotmail,junk_domain,0,1,0,0
1768,663.25,0,12,1,11,4,61.25,0,1,2,0,6,1,6,9,1,0,0,30.0,96.8,4,0,1,16,0,0,0.08333333333333333,0.2612244897959184,1,msn,junk_domain,0,0,1,0
1770,1558.0,0,61,8,4,1,84.42,1,1,0,0,6,2,14,0,2,1,0,20.0,99.2,4,0,2,15,0,0,0.13114754098360654,0.17768301350390905,1,live,junk_domain,0,0,0,1
1771,1565.0,0,122,2,5,4,87.0,0,2,0,1,6,1,7,4,1,0,0,30.0,147.8,4,2,3,14,0,0,0.016393442622950817,0.16091954022988506,1,yahoo,personal_domain,0,1,0,0
1773,1180.0,0,56,7,4,6,74.2,1,1,0,1,6,1,9,0,1,1,0,20.0,107.7,3,2,2,17,0,0,0.125,0.22911051212938005,1,gmail,personal_domain,0,1,0,0
1774,3710.0,0,46,1,7,9,37.0,1,5,0,1,6,1,46,0,1,1,1,10.0,132.1,2,1,3,13,0,0,0.021739130434782608,0.35135135135135137,0,apple,professional_domain,0,0,1,0
1776,639.0,0,13,7,12,3,90.0,1,0,0,1,6,1,11,0,0,0,0,30.0,66.0,3,0,1,19,0,0,0.5384615384615384,0.2111111111111111,1,yahoo,personal_domain,0,0,1,0
1777,1680.0,0,105,4,4,9,76.55,1,3,0,1,5,2,26,0,0,1,0,10.0,164.2,5,1,3,13,0,0,0.0380952380952381,0.1698236446766819,0,aol,junk_domain,0,0,0,1
1781,2683.5,0,49,9,7,7,114.74,1,1,0,1,5,1,4,0,8,1,0,10.0,142.8,4,0,3,13,256,0,0.1836734693877551,0.11329963395502875,1,aol,junk_domain,0,1,0,0
1782,2940.0,0,89,9,7,2,86.39,1,1,0,0,6,2,4,2,6,0,0,20.0,143.2,5,1,3,14,206,0,0.10112359550561796,0.16205579349461746,1,passport,junk_domain,0,1,0,0
1783,1760.0,0,61,3,6,10,96.37,1,0,0,1,6,2,3,4,5,1,1,10.0,153.6,4,1,3,14,0,0,0.049180327868852465,0.14527342533983606,1,msn,junk_domain,0,1,0,0
1785,1976.0,0,87,3,4,1,97.24,1,0,0,1,5,2,12,7,4,0,0,10.0,246.1,5,2,3,13,265,0,0.03448275862068965,0.13368983957219252,1,hotmail,junk_domain,0,1,0,0
1786,1815.0,0,142,3,6,9,90.0,1,2,0,1,6,2,3,0,1,0,0,30.0,126.2,4,1,3,12,0,0,0.02112676056338028,0.13333333333333333,1,msn,junk_domain,0,1,0,0
1787,1365.0,0,34,4,6,9,86.0,1,1,0,0,6,1,7,0,1,1,0,30.0,169.4,5,1,3,13,0,0,0.1176470588235294,0.1511627906976744,1,live,junk_domain,0,0,0,1
1788,1830.0,0,41,9,5,6,110.04,1,0,1,0,5,1,11,0,2,0,0,30.0,142.7,5,0,3,14,0,0,0.2195121951219512,0.1272264631043257,1,msn,junk_domain,0,0,0,1
1789,1239.0,0,74,8,6,1,68.4,1,1,0,1,6,2,14,1,1,0,0,20.0,104.0,3,0,3,13,0,0,0.10810810810810813,0.19005847953216373,1,msn,junk_domain,0,1,0,0
1790,1440.0,0,31,8,6,10,117.44,1,0,0,1,5,2,7,0,0,1,0,20.0,152.4,5,0,2,16,180,0,0.25806451612903225,0.1362397820163488,1,aol,junk_domain,0,0,0,1
1791,1195.0,0,75,5,5,3,120.79,1,0,0,0,6,1,11,0,0,0,0,30.0,94.5,3,1,2,15,0,0,0.06666666666666668,0.12418246543588045,1,me,junk_domain,0,1,0,0
1792,1200.0,0,35,5,4,8,99.81,1,0,0,1,5,1,3,0,4,1,0,20.0,107.3,4,0,2,15,340,0,0.14285714285714285,0.15028554253080853,1,passport,junk_domain,0,1,0,0
1793,1487.5,0,13,1,11,5,59.1,0,0,0,1,5,1,4,0,4,1,0,20.0,87.6,3,0,2,14,0,0,0.07692307692307693,0.2368866328257191,1,msn,junk_domain,0,0,0,1
1795,1160.0,0,29,4,5,7,111.56,1,1,0,0,5,1,35,0,2,0,0,10.0,88.2,2,0,2,16,52,0,0.13793103448275862,0.14342058085335244,0,hotmail,junk_domain,0,0,1,0
1797,3750.0,0,74,6,9,9,119.49,1,2,0,1,5,2,11,0,3,0,0,30.0,172.8,5,1,3,13,0,0,0.08108108108108109,0.1087957151226044,1,amex,professional_domain,0,1,0,0
1798,1800.0,0,106,4,6,10,177.65,1,1,0,1,5,1,52,4,1,0,0,30.0,125.6,4,1,3,14,228,0,0.03773584905660377,0.07880664227413453,0,yahoo,personal_domain,0,0,1,0
1799,1320.0,0,33,2,8,3,76.0,1,3,0,0,6,1,1,1,4,0,0,10.0,97.2,3,1,2,17,0,0,0.060606060606060615,0.2236842105263158,1,yahoo,personal_domain,0,1,0,0
1800,1490.0,0,35,4,6,10,124.5,1,0,1,1,5,1,12,0,3,0,0,10.0,109.4,4,0,3,12,126,0,0.11428571428571427,0.0963855421686747,1,protonmail,personal_domain,0,0,1,0
1802,1600.0,0,74,3,10,10,638.87,0,0,0,1,5,2,5,0,3,0,0,10.0,564.2,10,3,3,11,796,0,0.040540540540540536,0.01721790035531485,1,yahoo,personal_domain,0,1,0,0
1803,2550.0,0,96,4,6,3,120.61,1,0,0,1,5,2,40,0,2,0,0,20.0,180.2,6,1,5,5,85,0,0.04166666666666666,0.041455932343918415,0,hotmail,junk_domain,0,0,1,0
1804,2775.0,0,236,4,9,9,104.16,1,1,0,1,6,2,14,4,3,1,0,30.0,186.5,5,1,4,10,0,0,0.01694915254237288,0.09600614439324118,1,msn,junk_domain,0,1,0,0
1807,2922.5,0,35,1,6,3,48.0,1,2,0,0,6,2,1,3,6,1,0,30.0,151.6,4,0,3,13,180,0,0.028571428571428567,0.2708333333333333,1,hotmail,junk_domain,0,1,0,0
1808,2670.0,0,92,3,8,9,35.21,1,0,0,1,5,2,50,0,1,0,0,20.0,158.9,5,1,4,9,72,0,0.03260869565217391,0.2556092019312695,0,hotmail,junk_domain,0,0,1,0
1809,3454.5,0,215,6,7,5,130.82,1,0,0,0,6,2,4,2,1,1,1,10.0,182.8,5,1,3,13,164,0,0.027906976744186046,0.09937318452835958,1,hotmail,junk_domain,0,1,0,0
1810,3018.75,0,39,1,5,10,43.0,1,1,0,0,4,2,14,0,3,0,0,20.0,144.2,4,0,3,12,0,0,0.02564102564102564,0.2790697674418605,1,aol,junk_domain,0,0,1,0
1813,1673.0,0,85,7,5,9,109.67,0,1,0,1,7,1,35,0,0,0,0,20.0,158.7,5,1,3,13,302,0,0.08235294117647059,0.11853743047323788,0,hotmail,junk_domain,0,0,1,0
1814,1630.0,0,96,4,4,6,75.8,1,0,0,0,6,1,7,0,1,1,0,20.0,168.0,5,0,3,11,120,0,0.04166666666666666,0.14511873350923482,1,me,junk_domain,0,1,0,0
1816,1155.0,0,42,2,6,7,78.16,1,1,0,0,5,2,9,0,4,0,0,20.0,109.3,3,0,2,16,0,0,0.047619047619047616,0.2047082906857728,1,hotmail,junk_domain,0,0,0,1
1817,2000.0,0,56,8,8,3,221.02,1,1,0,1,6,2,8,1,6,0,0,10.0,226.7,6,1,3,13,0,0,0.14285714285714285,0.058818206497149576,1,aol,junk_domain,0,1,0,0
1818,1190.0,0,40,4,6,10,82.55,0,1,0,0,6,2,5,8,4,0,0,10.0,120.0,5,0,1,17,0,0,0.1,0.2059357964869776,1,hotmail,junk_domain,0,1,0,0
1819,1050.0,0,12,4,11,4,57.0,1,1,0,0,6,1,5,4,0,0,0,10.0,137.4,4,0,2,17,0,0,0.3333333333333333,0.2982456140350877,1,aol,junk_domain,0,0,1,0
1820,440.0,0,14,3,12,3,89.92,1,2,1,1,5,3,6,0,1,1,0,20.0,79.7,3,0,1,16,0,0,0.21428571428571427,0.17793594306049826,1,passport,junk_domain,0,0,1,0
1824,1550.0,0,70,2,6,6,24.48,1,0,0,1,6,1,5,0,0,1,0,20.0,162.6,4,0,3,11,106,0,0.028571428571428567,0.4493464052287582,1,protonmail,personal_domain,0,1,0,0
1825,2920.5,0,138,4,9,1,94.12,1,0,1,1,6,1,2,5,0,0,0,10.0,146.8,4,1,4,10,72,0,0.028985507246376805,0.1062473438164046,1,amex,professional_domain,0,1,0,0
1826,1450.0,0,33,5,6,6,79.5,0,1,0,1,5,2,25,0,4,0,0,20.0,109.2,4,0,3,13,260,0,0.15151515151515152,0.16352201257861634,0,nike,professional_domain,0,0,1,0
